iter	Passed	Remaining
1674	10396	2017
1675	10399	2010
1676	10402	2003
1677	10405	1996
1678	10408	1990
1679	10414	1983
1680	10418	1977
1681	10421	1970
1682	10427	1964
1683	10431	1957
1684	10435	1950
1685	10439	1944
1686	10441	1937
1687	10444	1930
1688	10448	1923
1689	10453	1917
1690	10462	1911
1691	10474	1906
1692	10483	1901
1693	10490	1895
1694	10498	1889
1695	10506	1883
1696	10512	1876
1697	10519	1870
1698	10526	1864
1699	10541	1860
1700	10545	1853
1701	10552	1847
1702	10557	1841
1703	10560	1834
1704	10569	1828
1705	10580	1823
1706	10590	1817
1707	10601	1812
1708	10607	1806
1709	10617	1800
1710	10622	1794
1711	10629	1788
1712	10632	1781
1713	10636	1774
1714	10642	1768
1715	10664	1764
1716	10668	1758
1717	10678	1752
1718	10685	1746
1719	10694	1740
1720	10703	1735
1721	10715	1729
1722	10720	1723
1723	10724	1716
1724	10728	1710
1725	10731	1703
1726	10734	1696
1727	10743	1691
1728	10747	1684
1729	10752	1678
1730	10755	1671
1731	10760	1665
1732	10779	1660
1733	10787	1654
1734	10794	1648
1735	10799	1642
1736	10804	1635
1737	10807	1629
1738	10812	1622
1739	10822	1617
1740	10826	1610
1741	10831	1604
1742	10854	1600
1743	10864	1594
1744	10874	1589
1745	10889	1584
1746	10900	1578
1747	10905	1572
1748	10913	1566
1749	10941	1563
1750	10947	1556
1751	10949	1549
1752	10954	1543
1753	10969	1538
1754	10975	1532
1755	10979	1525
1756	10982	1518
1757	10988	1512
1758	10993	1506
1759	10996	1499
1760	11000	1492
1761	11003	1486
1762	11007	1479
1763	11027	1475
1764	11045	1470
1765	11050	1464
1766	11064	1458
1767	11068	1452
1768	11072	1445
1769	11076	1439
1770	11081	1432
1771	11084	1426
1772	11088	1419
1773	11092	1413
1774	11095	1406
1775	11098	1399
1776	11117	1395
1777	11122	1388
1778	11126	1382
1779	11151	1378
1780	11160	1372
1781	11167	1366
1782	11194	1362
1783	11198	1355
1784	11201	1349
1785	11204	1342
1786	11226	1338
1787	11246	1333
1788	11249	1326
1789	11255	1320
1790	11274	1315
1791	11279	1309
1792	11282	1302
1793	11285	1295
1794	11289	1289
1795	11292	1282
1796	11296	1276
1797	11299	1269
1798	11305	1263
1799	11308	1256
1800	11315	1250
1801	11319	1243
1802	11322	1237
1803	11325	1230
1804	11330	1224
1805	11333	1217
1806	11337	1210
1807	11340	1204
1808	11345	1197
1809	11348	1191
1810	11352	1184
1811	11372	1179
1812	11377	1173
1813	11381	1166
1814	11385	1160
1815	11388	1153
1816	11392	1147
1817	11394	1140
1818	11397	1134
1819	11402	1127
1820	11405	1121
1821	11412	1114
1822	11420	1108
1823	11428	1102
1824	11435	1096
1825	11442	1090
1826	11448	1084
1827	11459	1078
1828	11469	1072
1829	11479	1066
1830	11492	1060
1831	11501	1054
1832	11508	1048
1833	11512	1041
1834	11515	1035
1835	11517	1028
1836	11520	1022
1837	11524	1015
1838	11530	1009
1839	11533	1002
1840	11537	996
1841	11539	989
1842	11543	983
1843	11546	976
1844	11549	970
1845	11553	963
1846	11555	957
1847	11559	950
1848	11562	944
1849	11566	937
1850	11569	931
1851	11573	924
1852	11577	918
1853	11580	911
1854	11585	905
1855	11590	899
1856	11592	892
1857	11595	886
1858	11599	879
1859	11618	874
1860	11628	868
1861	11637	862
1862	11641	856
1863	11644	849
1864	11647	843
1865	11651	836
1866	11654	830
1867	11658	823
1868	11662	817
1869	11665	811
1870	11669	804
1871	11688	799
1872	11693	792
1873	11696	786
1874	11701	780
1875	11704	773
1876	11707	767
1877	11712	760
1878	11714	754
1879	11717	747
1880	11723	741
1881	11727	735
1882	11730	728
1883	11733	722
1884	11736	716
1885	11740	709
1886	11744	703
1887	11748	696
1888	11751	690
1889	11755	684
1890	11758	677
1891	11761	671
1892	11769	665
1893	11772	658
1894	11776	652
1895	11782	646
1896	11785	639
1897	11788	633
1898	11791	627
1899	11793	620
1900	11797	614
1901	11800	608
1902	11803	601
1903	11806	595
1904	11809	588
1905	11813	582
1906	11817	576
1907	11820	569
1908	11839	564
1909	11848	558
1910	11852	552
1911	11857	545
1912	11880	540
1913	11882	533
1914	11890	527
1915	11896	521
1916	11909	515
1917	11924	509
1918	11933	503
1919	11943	497
1920	11951	491
1921	11957	485
1922	11963	479
1923	11970	472
1924	11976	466
1925	11983	460
1926	11991	454
1927	11995	447
1928	12000	441
1929	12002	435
1930	12005	428
1931	12009	422
1932	12017	416
1933	12019	410
1934	12022	403
1935	12027	397
1936	12031	391
1937	12033	384
1938	12035	378
1939	12038	372
1940	12042	366
1941	12045	359
1942	12047	353
1943	12050	347
1944	12053	340
1945	12058	334
1946	12061	328
1947	12064	322
1948	12067	315
1949	12070	309
1950	12074	303
1951	12079	297
1952	12082	290
1953	12085	284
1954	12089	278
1955	12092	272
1956	12094	265
1957	12097	259
1958	12100	253
1959	12103	247
1960	12106	240
1961	12110	234
1962	12114	228
1963	12118	222
1964	12121	215
1965	12124	209
1966	12127	203
1967	12131	197
1968	12134	191
1969	12138	184
1970	12141	178
1971	12145	172
1972	12148	166
1973	12151	160
1974	12153	153
1975	12157	147
1976	12160	141
1977	12163	135
1978	12166	129
1979	12169	122
1980	12174	116
1981	12177	110
1982	12179	104
1983	12182	98
1984	12187	92
1985	12190	85
1986	12193	79
1987	12197	73
1988	12204	67
1989	12207	61
1990	12211	55
1991	12214	49
1992	12219	42
1993	12223	36
1994	12228	30
1995	12233	24
1996	12237	18
1997	12243	12
1998	12246	6
1999	12251	0
