iter	RMSE
1683	160.6648873
1684	160.658284
1685	160.6561859
1686	160.6561859
1687	160.6561859
1688	160.6560511
1689	160.6496695
1690	160.5193066
1691	160.5007929
1692	160.4999533
1693	160.4999518
1694	160.499645
1695	160.4988963
1696	160.4988963
1697	160.4988963
1698	160.4987568
1699	160.4986094
1700	160.4986094
1701	160.4986094
1702	160.4986094
1703	160.4986093
1704	160.4985747
1705	160.4965932
1706	160.4965623
1707	160.4965601
1708	160.4960756
1709	160.4960756
1710	160.4954797
1711	160.4954721
1712	160.4954721
1713	160.494777
1714	160.4946434
1715	160.2041456
1716	160.2040695
1717	160.1911796
1718	160.1910926
1719	160.1910732
1720	160.1909462
1721	160.0892206
1722	160.0892203
1723	160.0884373
1724	160.0884369
1725	160.0884002
1726	160.0882953
1727	160.0817856
1728	160.0813727
1729	160.0797804
1730	160.0794324
1731	160.0590429
1732	160.0089669
1733	159.937641
1734	159.9283935
1735	159.9283933
1736	159.9283053
1737	159.9282259
1738	159.9282253
1739	159.5648015
1740	159.5584557
1741	159.5583868
1742	159.3473408
1743	159.3473102
1744	159.3442765
1745	159.3404204
1746	159.3390122
1747	159.3387134
1748	159.3385612
1749	159.336268
1750	159.3338844
1751	159.3338828
1752	159.3293528
1753	159.0513962
1754	159.0492395
1755	159.049076
1756	159.0489489
1757	159.0213232
1758	159.0208612
1759	159.0186924
1760	159.0024693
1761	159.0024314
1762	159.0022188
1763	158.790487
1764	158.5147709
1765	158.51477
1766	158.4801795
1767	158.4773765
1768	158.4772122
1769	158.4596897
1770	158.4581575
1771	158.4581452
1772	158.4572939
1773	158.4461252
1774	158.4453644
1775	158.444162
1776	158.4317078
1777	158.4316957
1778	158.4310712
1779	158.2144538
1780	158.2117222
1781	158.192891
1782	157.7641276
1783	157.7586193
1784	157.7520272
1785	157.7403404
1786	157.5544326
1787	157.4960349
1788	157.4960322
1789	157.475523
1790	157.1635558
1791	157.1635514
1792	157.1635472
1793	157.1635433
1794	157.1621807
1795	157.1620962
1796	157.13808
1797	157.1380738
1798	157.1371447
1799	157.1371312
1800	157.1362467
1801	157.1362445
1802	157.1362325
1803	157.1156353
1804	157.1149988
1805	157.1148697
1806	157.1131902
1807	157.1131226
1808	157.1123212
1809	157.1123196
1810	157.1117375
1811	156.9673186
1812	156.9664325
1813	156.9660749
1814	156.965966
1815	156.9659633
1816	156.9659608
1817	156.9659583
1818	156.9655217
1819	156.9644971
1820	156.9644948
1821	156.9638195
1822	156.9637842
1823	156.9637823
1824	156.9636362
1825	156.9630838
1826	156.9630821
1827	156.9630752
1828	156.9630736
1829	156.963072
1830	156.9620055
1831	156.962004
1832	156.9620027
1833	156.9618494
1834	156.961848
1835	156.9618462
1836	156.9618449
1837	156.9604455
1838	156.9602627
1839	156.960259
1840	156.9601398
1841	156.9601387
1842	156.9601377
1843	156.9601367
1844	156.9600162
1845	156.9600151
1846	156.9600142
1847	156.9600079
1848	156.9598398
1849	156.9595646
1850	156.9595639
1851	156.9590591
1852	156.9590529
1853	156.9590523
1854	156.9542765
1855	156.9542705
1856	156.95427
1857	156.9531656
1858	156.947984
1859	156.9479835
1860	156.9479774
1861	156.947839
1862	156.9447709
1863	156.9443864
1864	156.9443188
1865	156.9442894
1866	156.9400084
1867	156.9394745
1868	156.9394738
1869	156.9382101
1870	156.9382047
1871	156.4917337
1872	156.4917328
1873	156.491732
1874	156.4916866
1875	156.4915812
1876	156.4915785
1877	156.4880327
1878	156.4880321
1879	156.4880315
1880	156.4590307
1881	156.458114
1882	156.4581133
1883	156.4580398
1884	156.4580314
1885	156.4580308
1886	156.4580137
1887	156.4574709
1888	156.4574704
1889	156.4574699
1890	156.4574695
1891	156.4574691
1892	156.3680048
1893	156.3680021
1894	156.3680015
1895	156.3594528
1896	156.3594522
1897	156.3594499
1898	156.3594494
1899	156.3594489
1900	156.3594468
1901	156.3594464
1902	156.3594445
1903	156.359444
1904	156.3594288
1905	156.3593521
1906	156.3572433
1907	156.357243
1908	156.3020658
1909	156.206799
1910	156.2067174
1911	156.2067167
1912	156.1261222
1913	156.1261219
1914	156.1122276
1915	156.1122273
1916	156.1122271
1917	156.1122268
1918	156.1122266
1919	156.1122264
1920	156.1122262
1921	156.112226
1922	156.1122187
1923	156.1122186
1924	156.1122184
1925	156.1122181
1926	156.1122179
1927	156.1121507
1928	156.1121505
1929	156.1121504
1930	156.1121503
1931	156.1091738
1932	156.1091584
1933	156.1091583
1934	156.1082889
1935	156.1082888
1936	156.1078933
1937	156.1078932
1938	156.1078931
1939	156.1078928
1940	156.1078925
1941	156.1063925
1942	156.1063924
1943	156.1063921
1944	156.106392
1945	156.1063919
1946	156.1063919
1947	156.1063918
1948	156.1063917
1949	156.0977583
1950	156.0977583
1951	156.0976155
1952	156.0976153
1953	156.0976152
1954	156.0967002
1955	156.0967001
1956	156.0966975
1957	156.0966973
1958	156.0966971
1959	156.0960146
1960	156.0960145
1961	156.0960144
1962	156.0959345
1963	156.0959344
1964	156.0959343
1965	156.0959343
1966	156.0959342
1967	156.0959341
1968	156.0959341
1969	156.095934
1970	156.0959179
1971	156.0959177
1972	156.0959176
1973	156.0959162
1974	156.0959017
1975	156.0958999
1976	156.0958997
1977	156.0958996
1978	156.0958996
1979	156.0952394
1980	156.095198
1981	156.095198
1982	156.0951979
1983	156.0949991
1984	156.094999
1985	156.0949989
1986	156.0916002
1987	156.0916001
1988	156.0914911
1989	156.0914473
1990	156.0876957
1991	156.0876956
1992	156.0875559
1993	156.0871994
1994	156.0802401
1995	156.0801956
1996	156.0771225
1997	156.0760889
1998	156.0760871
1999	156.0757827
